person_in_placeContext	entity ID	placeName as written	_ - id	_ - uri
birthPlace	001477112	Joniškis (Lithuania)	20405	http://geo-kima.org/place/20405
birthPlace	001477113	NESTEROV	TBA	
birthPlace	001477114	Slutsk (Belarus)	104	http://geo-kima.org/place/104
birthPlace	001477160	S'niatyn	TBA	
birthPlace	001477162	Iași (Romania)	669	http://geo-kima.org/place/669
birthPlace	001477164	Spain	6471	http://geo-kima.org/place/6471
birthPlace	001477790	Poland	7313	http://geo-kima.org/place/7313
birthPlace	001477810	Baghdad (Iraq)	662	http://geo-kima.org/place/662
birthPlace	001477813	Chudniv (Ukraine)	17403	http://geo-kima.org/place/17403
birthPlace	001477941	Basrah (Iraq)	9541	http://geo-kima.org/place/9541
birthPlace	001477952	San'a (Yemen)	8490	http://geo-kima.org/place/8490
birthPlace	001477953	Yemen (Republic)	10877	http://geo-kima.org/place/10877
birthPlace	001478004	Hadera (Israel)	858	http://geo-kima.org/place/858
birthPlace	001478148	Rokiškis (Lithuania)	19207	http://geo-kima.org/place/19207
birthPlace	001478332	Colchester (Conn.)	10301	http://geo-kima.org/place/10301
birthPlace	001478344	Israel	697	http://geo-kima.org/place/697
birthPlace	001478358	Łódź (Poland)	179	http://geo-kima.org/place/179
birthPlace	001478366	Bílichov (Czech Republic)	22108	http://geo-kima.org/place/22108
birthPlace	001478370	Yefureni, Romania	TBA	
birthPlace	001478398	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	001478431	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001670146	London (England)	688	http://geo-kima.org/place/688
birthPlace	001670164	Giv'at Brener (Israel)	751	http://geo-kima.org/place/751
birthPlace	001670190	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001670214	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001670229	Hlukhiv (Ukraine)	24693	http://geo-kima.org/place/24693
birthPlace	001670243	Minsk Raion, Belarus	TBA	
birthPlace	001670257	Vilnius (Lithuania)	943	http://geo-kima.org/place/943
birthPlace	001670292	Bene Brak (Israel)	594	http://geo-kima.org/place/594
birthPlace	001670335	Vilnius (Lithuania)	943	http://geo-kima.org/place/943
birthPlace	001670340	Rishon Letsiyon (Israel)	493	http://geo-kima.org/place/493
birthPlace	001670402	Daugavpils (Latvia)	898	http://geo-kima.org/place/898
birthPlace	001670662	Liepāja (Latvia)	679	http://geo-kima.org/place/679
birthPlace	001670664	Liepāja (Latvia)	679	http://geo-kima.org/place/679
birthPlace	001670675	Damascus (Syria)	939	http://geo-kima.org/place/939
birthPlace	001670680	Bulgaria	9368	http://geo-kima.org/place/9368
birthPlace	001670687	Hazore'a (Israel)	986	http://geo-kima.org/place/986
birthPlace	001670795	Bronx (New York, N.Y.)	10787	http://geo-kima.org/place/10787
birthPlace	001670850	Haifa (Israel)	791	http://geo-kima.org/place/791
birthPlace	001670855	Netanya (Israel)	24	http://geo-kima.org/place/24
birthPlace	001670869	Płońsk (Poland)	648	http://geo-kima.org/place/648
birthPlace	001670870	Posadets	TBA	
birthPlace	001670890	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001670993	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001670997	Leicester (England)	10247	http://geo-kima.org/place/10247
birthPlace	001671061	Greenville (S.C.)	6138	http://geo-kima.org/place/6138
birthPlace	001671357	Opatów (Tarnobrzeg, Poland)	552	http://geo-kima.org/place/552
birthPlace	001671373	Ramat Gan (Israel)	777	http://geo-kima.org/place/777
birthPlace	001671390	Buenos Aires (Argentina)	510	http://geo-kima.org/place/510
birthPlace	001671466	Magnuszew (Poland)	TBA	
birthPlace	001671518	Narewka (Poland)	23395	http://geo-kima.org/place/23395
birthPlace	001671564	Mexico City (Mexico)	7033	http://geo-kima.org/place/7033
birthPlace	001671571	Adelaide (S. Aust.)	8800	http://geo-kima.org/place/8800
birthPlace	001671584	Al-Aqamah, Yemen	TBA	
birthPlace	001671586	Al-Aqamah, Yemen	TBA	
birthPlace	001671678	Holland (Mich.)	11174	http://geo-kima.org/place/11174
birthPlace	001671714	Lʹviv (Ukraine)	166	http://geo-kima.org/place/166
birthPlace	001671715	Krakow (Poland)	489	http://geo-kima.org/place/489
birthPlace	001671735	Damascus (Syria)	939	http://geo-kima.org/place/939
birthPlace	001671754	Kam'i︠a︡nka Buzʹka (Ukraine)	19435	http://geo-kima.org/place/19435
birthPlace	001671760	Spišská Stará Ves (Slovakia)	26656	http://geo-kima.org/place/26656
birthPlace	001671765	Poland	7313	http://geo-kima.org/place/7313
birthPlace	001671780	Frankfurt, Germany	TBA	
birthPlace	001671794	Netanya (Israel)	24	http://geo-kima.org/place/24
birthPlace	001671838	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001671847	Pskov (Russia)	10310	http://geo-kima.org/place/10310
birthPlace	001671856	Haifa (Israel)	791	http://geo-kima.org/place/791
birthPlace	001671874	Qāmishlī (Syria)	TBA	
birthPlace	001671905	Şomcuta Mare, Romania	TBA	
birthPlace	001671908	Târgu Lăpuş, Romania	TBA	
birthPlace	001671916	Belgium	9530	http://geo-kima.org/place/9530
birthPlace	001671927	Casablanca (Morocco)	394	http://geo-kima.org/place/394
birthPlace	001671966	Gliwice (Poland)	8355	http://geo-kima.org/place/8355
birthPlace	001672349	Kefar Sava (Israel)	839	http://geo-kima.org/place/839
birthPlace	001672371	Atlantic City (N.J.)	712	http://geo-kima.org/place/712
birthPlace	001672391	Balassagyarmat (Hungary)	11755	http://geo-kima.org/place/11755
birthPlace	001672392	Antwerp (Belgium)	643	http://geo-kima.org/place/643
birthPlace	001672407	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	001672415	Paris (France)	419	http://geo-kima.org/place/419
birthPlace	001672444	London (England)	688	http://geo-kima.org/place/688
birthPlace	001672474	Prague (Czech Republic)	638	http://geo-kima.org/place/638
birthPlace	001672474	St. Louis	TBA	
birthPlace	001672474	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	001672483	En Hanetsiv (Israel)	21719	http://geo-kima.org/place/21719
birthPlace	001672504	Sweden	6303	http://geo-kima.org/place/6303
birthPlace	001672518	גרוכוב	TBA	
birthPlace	001672549	Strikov, Polin	TBA	
birthPlace	001672577	Berdychiv (Ukraine)	571	http://geo-kima.org/place/571
birthPlace	001672626	Rinnatya (Israel)	450	http://geo-kima.org/place/450
birthPlace	001672681	Ashkelon (Israel)	16888	http://geo-kima.org/place/16888
birthPlace	001672683	Massu'ot Yits'hak (Israel)	210	http://geo-kima.org/place/210
birthPlace	001672684	Kiev (Ukraine)	958	http://geo-kima.org/place/958
birthPlace	001672687	Karmi'el (Israel)	162	http://geo-kima.org/place/162
birthPlace	001672689	Holon (Israel)	785	http://geo-kima.org/place/785
birthPlace	001672721	London (England)	688	http://geo-kima.org/place/688
birthPlace	001672809	Hungary	7547	http://geo-kima.org/place/7547
birthPlace	001672822	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	001672827	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001673242	Israel	697	http://geo-kima.org/place/697
birthPlace	001673267	Montevideo (Uruguay)	7220	http://geo-kima.org/place/7220
birthPlace	001673282	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001673307	Daventry (England)	TBA	
birthPlace	001673338	Tunisia	7975	http://geo-kima.org/place/7975
birthPlace	001673364	Iran	7639	http://geo-kima.org/place/7639
birthPlace	001673377	Łódź (Poland)	179	http://geo-kima.org/place/179
birthPlace	001673399	Romania	7537	http://geo-kima.org/place/7537
birthPlace	001673407	Porto Empedocle (Italy)	TBA	
birthPlace	001673428	El'ad (Israel)	21504	http://geo-kima.org/place/21504
birthPlace	001673449	Ukraine	9105	http://geo-kima.org/place/9105
birthPlace	001673471	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001673489	Vilnius (Lithuania)	943	http://geo-kima.org/place/943
birthPlace	001673521	Leipzig (Germany)	579	http://geo-kima.org/place/579
birthPlace	001673630	Altona (Germany)	10369	http://geo-kima.org/place/10369
birthPlace	001673640	Łódź (Poland)	179	http://geo-kima.org/place/179
birthPlace	001673668	Tarashcha (Ukraine)	21486	http://geo-kima.org/place/21486
birthPlace	001673676	Antwerp (Belgium)	643	http://geo-kima.org/place/643
birthPlace	001673694	Lithuania	12464	http://geo-kima.org/place/12464
birthPlace	001673701	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001673702	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	001673727	Casablanca (Morocco)	394	http://geo-kima.org/place/394
birthPlace	001673731	Egypt	8046	http://geo-kima.org/place/8046
birthPlace	001673739	Suwayda (Syria)	TBA	
birthPlace	001673754	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001673792	En ha-Mifrats (Israel)	92	http://geo-kima.org/place/92
birthPlace	001673918	Poland	7313	http://geo-kima.org/place/7313
birthPlace	001673971	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001674034	Zamość (Poland)	962	http://geo-kima.org/place/962
birthPlace	001674039	Rishon le-Tsiyon (Israel)	493	http://geo-kima.org/place/493
birthPlace	001674042	Argentina	7805	http://geo-kima.org/place/7805
birthPlace	001674056	Haifa (Israel)	791	http://geo-kima.org/place/791
birthPlace	001674136	Marseille (France)	7085	http://geo-kima.org/place/7085
birthPlace	001674164	Simferopol (Ukraine)	101	http://geo-kima.org/place/101
birthPlace	001674165	Rishon Letsiyon (Israel)	493	http://geo-kima.org/place/493
birthPlace	001674619	Wrocław (Poland)	951	http://geo-kima.org/place/951
birthPlace	001674625	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001674632	Marrakech (Morocco)	TBA	
birthPlace	001674694	Vitsebsk (Belarus)	942	http://geo-kima.org/place/942
birthPlace	001674699	ʻAfulah (Israel)	TBA	
birthPlace	001678881	Pologi (Russia)	TBA	
birthPlace	001678894	Israel	697	http://geo-kima.org/place/697
birthPlace	001680834	Tolotschin	TBA	
birthPlace	001680835	Navahrudak (Belarus)	41	http://geo-kima.org/place/41
birthPlace	001680848	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001680870	Bulgaria	9368	http://geo-kima.org/place/9368
birthPlace	001680994	Iraq	7866	http://geo-kima.org/place/7866
birthPlace	001680999	Montpellier (France)	7467	http://geo-kima.org/place/7467
birthPlace	001681019	Sana	TBA	
birthPlace	001681043	Göteborg (Sweden)	316	http://geo-kima.org/place/316
birthPlace	001681048	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	001681049	Dnipropetrovsʹk (Ukraine)	TBA	
birthPlace	001681051	En Gedi (Israel)	21741	http://geo-kima.org/place/21741
birthPlace	001681070	Kefar Yehoshu'a (Israel)	19294	http://geo-kima.org/place/19294
birthPlace	001681122	Rosario (Santa Fe, Argentina)	17410	http://geo-kima.org/place/17410
birthPlace	001681126	Ginnegar (Israel)	929	http://geo-kima.org/place/929
birthPlace	001681153	Israel	697	http://geo-kima.org/place/697
birthPlace	001681192	Rehovot (Israel)	562	http://geo-kima.org/place/562
birthPlace	001682240	Poland	7313	http://geo-kima.org/place/7313
birthPlace	001682301	Ukraine	9105	http://geo-kima.org/place/9105
birthPlace	001682305	Menahemya (Israel)	18297	http://geo-kima.org/place/18297
birthPlace	001682313	Germany	TBA	
birthPlace	001682339	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	001682440	Massachusetts	6475	http://geo-kima.org/place/6475
birthPlace	001682450	Pohost	TBA	
birthPlace	001682492	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001682505	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001682760	Turkey	8120	http://geo-kima.org/place/8120
birthPlace	001682801	Butte (Mont.)	10815	http://geo-kima.org/place/10815
birthPlace	001682845	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001682848	Chernivt︠s︡i (Ukraine)	6918	http://geo-kima.org/place/6918
birthPlace	001682892	Rosario (Santa Fe, Argentina)	17410	http://geo-kima.org/place/17410
birthPlace	001682930	Zikhron Ya'akov (Israel)	8254	http://geo-kima.org/place/8254
birthPlace	001682945	Hungary	7547	http://geo-kima.org/place/7547
birthPlace	001682956	Três Corações (Brazil)	20583	http://geo-kima.org/place/20583
birthPlace	001683027	Dallas (Tex.)	888	http://geo-kima.org/place/888
birthPlace	001683049	Tunisia	7975	http://geo-kima.org/place/7975
birthPlace	001683128	סעקעלהיד	TBA	
birthPlace	001683139	Ḥawmat al-Sūq (Tunisia)	14245	http://geo-kima.org/place/14245
birthPlace	001683142	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	001683169	Sheboygan (Wis.)	6167	http://geo-kima.org/place/6167
birthPlace	001683180	Liberty (N.Y.)	11450	http://geo-kima.org/place/11450
birthPlace	001683207	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001683208	Opalin, Poland	TBA	
birthPlace	001683244	Egypt	8046	http://geo-kima.org/place/8046
birthPlace	001683347	Dallas (Tex.)	888	http://geo-kima.org/place/888
birthPlace	001683370	Rīga (Latvia)	TBA	
birthPlace	001683443	France	6399	http://geo-kima.org/place/6399
birthPlace	001683447	Vozba, Ethiopia.	TBA	
birthPlace	001683500	Lakewood (N.J.)	11469	http://geo-kima.org/place/11469
birthPlace	001683514	Marrakech (Morocco)	TBA	
birthPlace	001683646	Rhodes (Greece)	468	http://geo-kima.org/place/468
birthPlace	001683748	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001683828	Sharon, Plain of (Israel)	TBA	
birthPlace	001683866	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	001683897	Germany	TBA	
birthPlace	001683917	Bronx (New York, N.Y.)	10787	http://geo-kima.org/place/10787
birthPlace	001684111	Balfuriyya (Israel)	20640	http://geo-kima.org/place/20640
birthPlace	001685300	Košice (Slovakia)	393	http://geo-kima.org/place/393
birthPlace	001685793	Austria	7645	http://geo-kima.org/place/7645
birthPlace	001685837	Balta (Ukraine)	21649	http://geo-kima.org/place/21649
birthPlace	001685841	Umanʹ (Ukraine)	9129	http://geo-kima.org/place/9129
birthPlace	001685997	Northampton (Mass.)	7238	http://geo-kima.org/place/7238
birthPlace	001686067	Porazava (Belarus)	22429	http://geo-kima.org/place/22429
birthPlace	001686100	Poland	7313	http://geo-kima.org/place/7313
birthPlace	001686105	Munich (Germany)	234	http://geo-kima.org/place/234
birthPlace	001686138	Kraśnik (Poland)	18131	http://geo-kima.org/place/18131
birthPlace	001686138	Kraśnik (Poland)	18131	http://geo-kima.org/place/18131
birthPlace	001686160	Radom (Województwo Mazowieckie, Poland)	636	http://geo-kima.org/place/636
birthPlace	001686205	Budapest (Hungary)	513	http://geo-kima.org/place/513
birthPlace	001686214	Saqqiz (Iran)	18369	http://geo-kima.org/place/18369
birthPlace	001686311	Piotrkow Trybunalski (Poland)	250	http://geo-kima.org/place/250
birthPlace	001686334	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001686363	Vancouver (B.C.)	9374	http://geo-kima.org/place/9374
birthPlace	001686373	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	001686377	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001686386	Philadelphia (Pa.)	408	http://geo-kima.org/place/408
birthPlace	001686387	Figuig (Morocco)	18948	http://geo-kima.org/place/18948
birthPlace	001686825	Grodkowice, Poland	TBA	
birthPlace	001687004	Łódź (Poland)	179	http://geo-kima.org/place/179
birthPlace	001687005	Marktbreit (Germany)	16628	http://geo-kima.org/place/16628
birthPlace	001687044	Budapest (Hungary)	513	http://geo-kima.org/place/513
birthPlace	001687045	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	001687046	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	001687065	Chicago (Ill.)	282	http://geo-kima.org/place/282
birthPlace	001687072	Beersheba (Israel)	699	http://geo-kima.org/place/699
birthPlace	001687115	Kėdainiai (Lithuania)	381	http://geo-kima.org/place/381
birthPlace	001687126	Volodymyr Volynskyy, Ukraine	TBA	
birthPlace	001687148	Hartuv (Israel)	18468	http://geo-kima.org/place/18468
birthPlace	001687204	Leeuwarden (Netherlands)	129	http://geo-kima.org/place/129
birthPlace	001687728	Jarbah Island (Tunisia)	2672	http://geo-kima.org/place/2672
birthPlace	001687743	Wales, South	3654	http://geo-kima.org/place/3654
birthPlace	001687761	Aldeadavila de la Ribera Salamanca, Spain	TBA	
birthPlace	001687873	אלערומיאת, מרוקו	TBA	
birthPlace	001687893	Querfurt (Germany)	14876	http://geo-kima.org/place/14876
birthPlace	001687902	Jerusalem	691	
birthPlace	001687923	Argentina	7805	http://geo-kima.org/place/7805
birthPlace	001688018	אולאד בר רחיל	TBA	
birthPlace	001688019	אולאד בר רחיל	TBA	
birthPlace	001688118	Tunis (Tunisia)	7979	http://geo-kima.org/place/7979
birthPlace	001688129	Kiryat Bialik (Israel)	866	http://geo-kima.org/place/866
birthPlace	001688847	Ohio	7608	http://geo-kima.org/place/7608
birthPlace	001688888	Heidelberg (Germany)	10485	http://geo-kima.org/place/10485
birthPlace	001689062	Balmazújváros (Hungary)	8479	http://geo-kima.org/place/8479
birthPlace	001689142	Haifa (Israel)	791	http://geo-kima.org/place/791
birthPlace	001689210	Algiers (Algeria)	7621	http://geo-kima.org/place/7621
birthPlace	001689234	Haifa (Israel)	791	http://geo-kima.org/place/791
birthPlace	001689286	Beersheba (Israel)	699	http://geo-kima.org/place/699
birthPlace	001689318	London (England)	688	http://geo-kima.org/place/688
birthPlace	001689327	Frankfurt am Main (Germany)	422	http://geo-kima.org/place/422
birthPlace	001689479	Krakow (Poland)	489	http://geo-kima.org/place/489
birthPlace	001689620	Giv'at Hayyim (Israel)	910	http://geo-kima.org/place/910
birthPlace	001689626	Minsk, Russia	TBA	
birthPlace	001689666	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001689704	Skaudvilė (Lithuania)	18654	http://geo-kima.org/place/18654
birthPlace	001690029	Merhavya (Israel)	205	http://geo-kima.org/place/205
birthPlace	001690063	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001690109	Peki'in (Israel)	TBA	
birthPlace	001690165	San'a (Yemen)	8490	http://geo-kima.org/place/8490
birthPlace	001690258	Bene Brak (Israel)	594	http://geo-kima.org/place/594
birthPlace	001690336	São Paulo (Brazil)	TBA	
birthPlace	001690405	Pabianice (Poland)	82	http://geo-kima.org/place/82
birthPlace	001690437	Petah Tikva (Israel)	426	http://geo-kima.org/place/426
birthPlace	001690454	Wageningen (Netherlands)	TBA	
birthPlace	001690475	Khabarovsk (Russia)	965	http://geo-kima.org/place/965
birthPlace	001690536	Iŭe (Belarus)	14862	http://geo-kima.org/place/14862
birthPlace	001690568	Bucharest (Romania)	656	http://geo-kima.org/place/656
birthPlace	001690584	Nactirisch Ostrak, Czechoslovakia	TBA	
birthPlace	001691047	Meknès, Morocco	TBA	
birthPlace	001691145	Montréal (Québec)	9750	http://geo-kima.org/place/9750
birthPlace	001691156	Ilūkste (Latvia)	26409	http://geo-kima.org/place/26409
birthPlace	001691165	Ivangorod	TBA	
birthPlace	001691171	Bobr	TBA	
birthPlace	001691174	Israel	697	http://geo-kima.org/place/697
birthPlace	001691178	Timrat (Israel)	22050	http://geo-kima.org/place/22050
birthPlace	001691178	Ramat Gan (Israel)	777	http://geo-kima.org/place/777
birthPlace	001691204	Miskovice (Czech Republic)	22380	http://geo-kima.org/place/22380
birthPlace	001691207	Kałuszyn (Warsaw, Poland)	18019	http://geo-kima.org/place/18019
birthPlace	001691303	Negba (Israel)	35	http://geo-kima.org/place/35
birthPlace	001691377	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001691379	Meknès (Morocco)	TBA	
birthPlace	001691514	Kherson (Ukraine)	13994	http://geo-kima.org/place/13994
birthPlace	001691515	Daugavpils (Latvia)	898	http://geo-kima.org/place/898
birthPlace	001691580	Milwaukee (Wis.)	7493	http://geo-kima.org/place/7493
birthPlace	001691616	Sasa (Israel)	27	http://geo-kima.org/place/27
birthPlace	001691687	Tel Aviv- Yafo (Israel)	TBA	
birthPlace	001691689	Halle an der Saale (Germany)	7281	http://geo-kima.org/place/7281
birthPlace	001691698	Brighton (England)	9280	http://geo-kima.org/place/9280
birthPlace	001691700	Guadalajara, Jalisco	TBA	
birthPlace	001691701	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001691734	Israel	697	http://geo-kima.org/place/697
birthPlace	001691743	Vişeu de Jos, Romania	TBA	
birthPlace	001692100	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001692196	Gesher (Israel)	885	http://geo-kima.org/place/885
birthPlace	001692215	Teaneck (N.J.)	10695	http://geo-kima.org/place/10695
birthPlace	001693164	San'a (Yemen)	8490	http://geo-kima.org/place/8490
birthPlace	001693166	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001693181	Mesa (Ariz.)	11948	http://geo-kima.org/place/11948
birthPlace	001693183	İzmir (Turkey)	707	http://geo-kima.org/place/707
birthPlace	001693250	Berlin (Germany)	578	http://geo-kima.org/place/578
birthPlace	001693292	West Helena (Ark.)	TBA	
birthPlace	001693293	Eperjes (Hungary)	15013	http://geo-kima.org/place/15013
birthPlace	001693334	Freiberg (Germany)	8416	http://geo-kima.org/place/8416
birthPlace	001693335	Russia	TBA	
birthPlace	001693339	Khislavichi (Russia)	23702	http://geo-kima.org/place/23702
birthPlace	001693370	Bolekhiv (Ukraine)	353	http://geo-kima.org/place/353
birthPlace	001693612	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001693617	Gross-Seelowitz	TBA	
birthPlace	001693641	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	001693649	Hamburg (Germany)	994	http://geo-kima.org/place/994
birthPlace	001693697	Maidan	TBA	
birthPlace	001693764	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001693782	Zikhron Ya'akov (Israel)	8254	http://geo-kima.org/place/8254
birthPlace	001693796	Gorizia (Italy)	315	http://geo-kima.org/place/315
birthPlace	001693923	Barcelona (Spain)	582	http://geo-kima.org/place/582
birthPlace	001694418	Modiʻin (Israel)	TBA	
birthPlace	001694424	Modiʻin ʻIlit	TBA	
birthPlace	001694430	İzmir (Turkey)	707	http://geo-kima.org/place/707
birthPlace	001694437	נויידלוק, הונגריה	TBA	
birthPlace	001694473	Paris (France)	419	http://geo-kima.org/place/419
birthPlace	001694474	Ostriya, Haifa.	TBA	
birthPlace	001694499	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001695079	Connecticut	7774	http://geo-kima.org/place/7774
birthPlace	001695083	Ashkelon (Israel)	16888	http://geo-kima.org/place/16888
birthPlace	001695124	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001695418	London (England)	688	http://geo-kima.org/place/688
birthPlace	001695427	Salzburg (Austria)	8921	http://geo-kima.org/place/8921
birthPlace	001695438	Morocco	7791	http://geo-kima.org/place/7791
birthPlace	001695443	Kurdistan	2705	http://geo-kima.org/place/2705
birthPlace	001695451	Boryslav (Ukraine)	356	http://geo-kima.org/place/356
birthPlace	001695467	Algeria	7903	http://geo-kima.org/place/7903
birthPlace	001695480	Vetlanda, Sweden	TBA	
birthPlace	001695560	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	001695842	Lancaster (England)	7977	http://geo-kima.org/place/7977
birthPlace	001695846	Klevan (Ukraine)	22131	http://geo-kima.org/place/22131
birthPlace	001695942	London (England)	688	http://geo-kima.org/place/688
birthPlace	001695954	Los Angeles (Calif.)	154	http://geo-kima.org/place/154
birthPlace	001695994	Sukhari	TBA	
birthPlace	001695995	Pruz︠h︡any (Belarus)	12553	http://geo-kima.org/place/12553
birthPlace	001696052	Florence (Italy)	411	http://geo-kima.org/place/411
birthPlace	001696055	Dobromil (Ukraine)	TBA	
birthPlace	001696133	Belʹt︠s︡y (Moldavian S.S.R.)	TBA	
birthPlace	001696148	Bricheva	TBA	
birthPlace	001696174	London (England)	688	http://geo-kima.org/place/688
birthPlace	001696178	Chiswick (London, England)	16930	http://geo-kima.org/place/16930
birthPlace	001696186	Boćki (Poland)	23686	http://geo-kima.org/place/23686
birthPlace	001696224	London (England)	688	http://geo-kima.org/place/688
birthPlace	001696225	Brooklyn (New York, N.Y.)	529	http://geo-kima.org/place/529
birthPlace	001696227	Prienai (Lithuania)	23559	http://geo-kima.org/place/23559
birthPlace	001696239	Ostrowiec Świętokrzyski (Poland)	745	http://geo-kima.org/place/745
birthPlace	001696297	Linkmenys (Lithuania)	TBA	
birthPlace	001696308	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	001696309	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	001696311	Vitsebsk (Belarus)	942	http://geo-kima.org/place/942
birthPlace	001696331	Kaunas (Lithuania)	382	http://geo-kima.org/place/382
birthPlace	001696336	Calicia	TBA	
birthPlace	001696340	Sokołów Podlaski (Poland)	17745	http://geo-kima.org/place/17745
birthPlace	001696341	Ostrów Mazowiecka (Poland)	13128	http://geo-kima.org/place/13128
birthPlace	001696342	Białystok (Poland)	523	http://geo-kima.org/place/523
birthPlace	001696358	Skole (Ukraine)	17382	http://geo-kima.org/place/17382
birthPlace	001696360	Barysaŭ (Belarus)	670	http://geo-kima.org/place/670
birthPlace	001696364	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	001696370	Białystok (Poland)	523	http://geo-kima.org/place/523
birthPlace	001696373	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	001696374	Lublin (Poland)	174	http://geo-kima.org/place/174
birthPlace	001696376	Minsk (Belarus)	248	http://geo-kima.org/place/248
birthPlace	001696377	Kleck (Poland)	16639	http://geo-kima.org/place/16639
birthPlace	001696381	Vilnius (Lithuania)	943	http://geo-kima.org/place/943
birthPlace	001696383	Dnipropetrovsʹk (Ukraine)	TBA	
birthPlace	001696409	Dmitrovka (Ukraine)	TBA	
birthPlace	001696415	Krosniewice (Poland)	TBA	
birthPlace	001696463	Kolomyi︠a︡ (Ukraine)	1674	http://geo-kima.org/place/1674
birthPlace	001696464	Vasylʹkiv (Ukraine)	18640	http://geo-kima.org/place/18640
birthPlace	001696467	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	001696470	Hrodna (Belarus)	882	http://geo-kima.org/place/882
birthPlace	001696471	Łódź (Poland)	179	http://geo-kima.org/place/179
birthPlace	001696477	Berdychiv (Ukraine)	571	http://geo-kima.org/place/571
birthPlace	001696480	Rahachoŭ (Belarus)	20822	http://geo-kima.org/place/20822
birthPlace	001696483	Chęiny (Województwo Święokrzyskie, Poland)	11333	http://geo-kima.org/place/11333
birthPlace	001696493	Lepelʹ (Belarus)	18705	http://geo-kima.org/place/18705
birthPlace	001696494	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	001696495	Berezino (Minskai︠a︡ voblastsʹ, Belarus)	TBA	
birthPlace	001696498	Zgurita, Zguritsa	TBA	
birthPlace	001696499	Kazimierz (Puławy, Poland)	7347	http://geo-kima.org/place/7347
birthPlace	001696511	Sokyri︠a︡ny (Ukraine)	16480	http://geo-kima.org/place/16480
birthPlace	001696518	Kremenchuk (Ukraine)	23862	http://geo-kima.org/place/23862
birthPlace	001696520	Istanbul (Turkey)	533	http://geo-kima.org/place/533
birthPlace	001696521	Chashniki (Belarus)	19319	http://geo-kima.org/place/19319
